NU_INSCRICAO,NU_NOTA_MT
a99286ac4fdce6f63b59569b2d8ed85a5c911ea3,535.3908095210791
f8d4f9a26c5f2023c33701a8888f9c02513a02c7,482.99051181972027
9785b7d9ca2e8dccfe60ecc0cd2abe1ff51906be,471.18924683332443
59bfa081e020013410d9f60f91813964ba749bb2,444.0908196568489
f5e069ee3bc95998464e8ff5da048b7f999921ed,416.4195826500654
e02240b518016d03a1b5bcc6d0a37b7a527ea93d,569.5944063216448
664f44258212a1f7e4086f2b4845d586c543fa3f,491.4695603400469
265cd7befa74a9f2a198fc57baec9858075f8419,455.07737159729004
6f9ac44919bbd204e0ef15185388fd2d4bc61253,521.7334342747927
78de1ee60b55766cc3eba4089e36c57139b66ebd,463.6655829548836
24550edb10f283ef4e953fd6a8fedbfa211bd456,-473939773.6177255
1e61a474acdc043eb39a89c17fab34bd2ea1a940,439.6601806730032
940af68ded6af2875708611051aa7ff3f134d80b,513.6866692453623
e7ec3258f3b280c1ddf452d107fbdc9fb5a6b72e,489.87996987998486
c76ddf6e9f80984e901b12f9462a3cf029bea290,529.8345393836498
7d39df837488ca3fa6e512fd9e20ec7753b4c36d,444.9248128980398
65bba36aa15f0c4ef3562ea56c125d931bc4ed63,-473939695.25447744
1045c54b5ea9f6e08454ec57c47e4ce0e33190bd,-473939749.0736742
92823d467a2ced9529801e0e8a94802dd88f0c17,425.1605989485979
9d0fbf9bf1bb039de65a6d0e143c9a791c62b941,601.8368858098984
413cbb38b2e2522f8167ffb9daeac1347b281393,502.3237958550453
68985fad004092956a4b4ce94dd53dc76d07eaf7,509.45531752705574
bdca9aeb19521675af15f2c28d86f6bebc45a834,485.7555230408907
b65b19d42b7a4b644fe9f99366dcb37b120862d9,399.5296328365803
eda898aa8ec465cbac70de72ead0c6d688e5f95a,448.73608334362507
5357b6c09be4c7f3829b72f80de846a9228253cb,-473939734.12234056
8d5c4481d736f6ce27976e400f4245bf10757608,417.86220067739487
226b53de56347e3f9b52c8e0ab811fb82e96b3fb,-473939746.9496461
089613ac7dca24109f84c72a97c83b2768b1df1c,-473939768.69566596
527773409bf373301dbd835e59a263c035c043b8,-473939771.7515799
45c95a1640ada5c9206fde19c4ccf68929c5ec0c,-473939774.38816667
c4cea54435c0fd0e171eed4c215479bb3ca86113,451.45686119794846
7d5cd89c6112b9a202a025a24355135bc60848c6,472.7625420242548
b70ab62384aa80545928a311f5b5d3db2f4d87ee,514.5096296072006
c96431dd924f366d2229a7f1455388b8cd85be49,594.7237176448107
1b72da5bb82cc150ecfe71218c02f155d694230b,-473939749.18560135
e429507efe1c2680cc464481850117d17083cd88,-473939743.8471379
dbaa6ee7502cbebb6f058fed5d2f960b19f451ac,411.0147628188133
e724482370ae6126008ade80b564ad8d8a0a7cbd,444.9280721694231
2ef4e2788e2f815f9a885c899f75d5dfeb234a02,596.5196639448404
c8762fee25b022eb5b4918f8f689e4fb6d19f73c,-473939765.3761338
e14241b5119dc1ff2c99b9c0c478aad23d9d9d05,491.0657285749912
7f898f8939ae054359f83ee154bb91bc7dd2c959,525.770912066102
3c52d067408ec25a676b6fbf5b5c6d63c77cb6bf,471.9927839189768
82e3b12c6366008fabc238f299f117074e78de5d,400.9580938369036
0d838be0e718ceb786cdb10fcc12559e00440240,509.1282513141632
1b092b6c437359bb84f0d0f8d1286a1083d0e0d4,448.60613465309143
5a9d89465845ac2d81366275cbb1a81d627efd36,-473939752.4307103
c83fe640ba466ba904ac1055e53a875289888797,431.62785060703754
8855ae8971b9bd9b02c45a82c6c894a2e76ca542,480.5914787054062
a2945f1e7fbadac669590b7d9fafb6c900bca3d0,375.56691029667854
328639a0c753715c30a58bae70c82f2101153eb3,440.85345405340195
ffc5eb6764d7640edfbdaf4648cd54a12c94dea9,-473939741.78850424
643a0eb394b50694c74d5b5fc70b7f7f7c93f9c7,540.3005105257034
f56746cc2900258507d2b32c126f8db090db856f,451.645337626338
1a4963b5fea8bb25c67750cdafbe84b01efad177,401.5678771883249
b520c940e62f4ed684417e7eacf00d85752060da,484.75130377709866
2e170cf2651ed448991af6fc5df15167733b2d8f,513.7427396923304
6efdd93a0ae289be6bb5a400bfc1deb077d75886,391.61521627008915
72ac2acc787d8cba0934cca3810ac091d792c8db,499.3172260224819
92a25eee14554806f081869cc9dac868fd1860fb,429.2001288086176
1f12a9b01eb9ef227a5482f498f3354bd485d9a3,401.54786640405655
acfcaf61fe2a8ec90ea2648c3125b7dc4dd13b74,432.1015436798334
7ec2f787b9f57044bd98c0d4854f521c9f9ec635,566.3978649675846
e8d2d318a1e057e9cac8384f1269a86c4b36e0a7,411.0404305309057
1730807e4916c5f7e8ab21e02ac5657bcea3e732,-473939740.52656484
b45fb481022f31dd47c63c1c3e2ccc3b5915b67d,461.26846404373646
1a46d99716282410d1170f0f35069b34e34415d4,503.40596828609705
0467e022da4ef897f666bc76f31e1bc8976f7e92,467.79025477170944
993aca0d5eac6741117947c82a3647102096255e,464.1261008530855
94c96ade6ade21deb080bba6aad537fc4f195d47,486.7006090506911
36bb672077a46a3e4755cef90437a616d28bdf23,431.23523630201817
e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,383.19609244167805
328ca19128d276eb4fbc309c54ec7f346c803d2f,703.6017367839813
27cdb62f0a2a5467efeb30aafbf246ed2320c532,409.46024091541767
c52cae37c3653620bbec72264c502f45ca2a8671,-473939742.7932588
f9ef2695eb0986666093945894b8f2fee351bf22,533.9762884527445
2178c497293d0cab01ce74f5105b1a398fb12d8e,-473939773.0365207
e21faa0c07406dde71ec02f266b19b314ba8b0e2,-473939759.960989
8a021391cdaac100dab56c59284bd50137a74129,567.8461194038391
12ee0df69325d97cb95404958c4acf4112aeab8a,-473939745.0279014
b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,485.6223781555891
66cf0f8b5af2466f9616fd15c0c10344df84982a,-473939710.47421837
720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,441.12585735321045
60edc5708acd60680891ea15379dd07c7a5924ff,-473939761.4823849
b9f786712775e0d1d735398d710b01f404c985a3,381.53332413733006
564958997e204bda06fbe90afc4722805c78a855,574.196929037571
36f38ea81d1305770cd5153f1e1667fe8a1eb47f,391.71341271698475
527098f4ee3ceb5c393981930d23b8fe154f4db9,-473939775.1241393
5a42c3f801e77d628649a6c34f3a4e5b80f232f7,477.52988865971565
8296743fdd105ce9183561cf5b359b0a3781465e,437.7138090878725
a3b79e8c739832c77df2ba6bcdb23a7518155a33,-473939732.5806539
6602c7f15a1fdd082265b64976448c6809df792d,445.9062253385782
31ae66f0fe024acae4490915c348e487f2367574,493.0610901415348
81901aa980653106e64863d957387d24e2c00af3,418.71825386583805
28e10d1bd0b6effe0edd503446ebda948ad240ad,411.5723379999399
53a7ee52a87f80241e2ca13c923e06b72bf3a059,425.7772893458605
50be5f75fdaedae454b0c3d63b7277854bd08d8f,-473939746.09476966
82bbb4f6c87f03eecd6a3eb7d03a398bb82d155d,-473939731.4961091
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,543.5311412662268
d1e2b5c758988b6d69e90aedab3e02cae47d61c4,-473939764.22995186
02681b5c893b94db204713cb4b20dde6fc3f2f95,517.4174004942179
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,410.72231701016426
829dd51f77f3ae74c2216de2d86139bd0a03367c,-473939712.6069019
28c6829e69879bc1d34db1cd51b89562d3cc596b,522.0216845870018
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,476.39089465141296
96715a069fbcb2e84b26a01563921962ccc4601e,-473939710.96966314
923538833160e8432636c88e8119378a43b3d766,465.074992492795
aacb834258765a2959ee63c57d2be4923d11a696,438.2873020321131
c32e484025571dd94255a77f21de08ab8d2aaba8,471.7198960185051
d425deeec0a3c7006f14d732eff8933d5155067f,485.21099162101746
f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,477.74861128628254
716a178e9a6f7791b820da77879943ac9040a547,471.25358828902245
430212cd8767ef2bff8cda0f61729203fef7523e,402.17360894382
e97d33221238e445688a0e984778d4ecac788be2,495.8289267420769
695c9481580951d830c4431fc6c9dee778ba9ca1,-473939743.5275036
4bc5712bdb9067b1814e969e71d5cdad59bb38d4,494.7657302170992
0411742cbb54fe1b6927b25f0bb52b885828c828,432.59607385098934
780505a9d5fc3c6da53686c0cc8bd871f4db00bc,384.5487829595804
bc40729846bf209b06e2a9a890e01d4e6780f5b4,-473939733.3043778
e4e7a38b58319ad0a5cde4848622b21783c907e9,494.0184042006731
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,560.8923493623734
aec1b63c3f0c9554e533752d8fe138ca82101d4a,437.33522345125675
4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,501.1442315131426
4b48d500ba4410546ce01f7f6d44bcbafa73994f,412.3257028013468
edf33c347c866d26872f540bcc1f6ae415f3294c,475.55539102852345
54f4e6037b9d1eb4a2a134306d37176787f1c1d3,491.91875480115414
3a265ea6ebdc4eb2520db912adf5592f03b3d634,413.98325330019
99bfcef2dc3695a617f241bfd3b6ead3fd653d41,-473939772.7530732
0ade5488fd62db34c11a369bdbb4327faacc1635,-473939734.74228203
e418fbb77e6ff4103205f3b7f6a66d53183d809b,437.05844117701054
8ddbfe70cd41135cb6f125335a48d100789edbf7,372.63423708081245
fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119,-473939730.0269648
1d3e406d0223d4cb0328850d689ba9fcadf62776,432.92134714126587
67d9e9d6629fff7ad9cdb0f1e48c76865637aa73,-473939769.34293175
ecaf075653faf2dcdf946c0ce50629f5083347c0,429.05679981410503
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,483.5403400361538
d43894c5e83bb3a7e5000636295b0b050de19309,-473939767.14249504
5b7877d12550dd35d27a02b66a13f2a27bce11ca,454.94774939119816
18f800ec03e33ebad5fb97aa8465dd3e5961337e,426.39584355056286
bb39cc6296f2c9da3963994899c5c34b50965720,-473939754.03266597
76facda8958cbaf5dba09a4d35d3b4de7596a49d,-473939765.3761338
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,509.54969066381454
e887be276bf553575b20ed1a0de8833d9cb7e247,-473939746.67642903
cc8794762ffa592758b5117d67e0d02e2e8b9c49,548.4264632463455
894d277c608610fa8c31db531f64582b9569b2e9,456.6310967206955
b2e029961aa0f20071b74708e0d97e6f200ec582,454.58868558704853
12c7d85e168b09a0278df140a22bcb0052a59b0a,427.5866221860051
64c4892488a9c6281bdabf467a0b5a6382d248e6,493.4192363768816
944e790f6e64eccf6df361247858165f17dd7abb,-473939754.88225913
ac112e94587e6e4249b7182329ee5a5040ae94ea,558.8810307383537
a58cf11e498228f9aaca92b0c49f955a6163fb59,431.4016232341528
e8c84701c041b7f3b39f3125a0449fa633589fbe,469.375028565526
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,565.1626739501953
c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64,-473939768.68665206
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,420.081558406353
e64ad901853230e396be49311ea98121c348fac6,488.2274020463228
8532af19be3729ea233c1f29e4c015820fc7fb3a,497.1758299022913
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,452.4015916734934
26853fd075fe27954772c3070997635b94f32b83,401.4161150306463
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,523.1708103567362
574ec310dee846f9ae8eb278480257d463f6fbcc,484.8559767603874
ebb32b8df4ff9b202ba904f310724ce230cb4305,-473939733.4007735
8a46e35787225c3e7adef2b998ad9c93a952106b,519.962601929903
b62bf908b504e8c6898777a7f5b88afed358caea,429.4205801039934
10d22971ca4f53fc62d02905809ff1c37fbb68fc,594.6678203940392
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,443.4109734147787
cad47b624b484cb16291449cee30707a46c20199,-473939757.2607254
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,574.5245770961046
bb6c0df09cb6663f142ce6da382b804353453af2,-473939731.54769933
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,457.87939585745335
7bd0affe1bdd3681a0faecd80a3d48c023b986de,-473939729.90772235
d76614020539405f481c0f5ffb9e6f88a0bf21b7,429.72515718638897
5ce2df96a99343819ead41bf242044177439696d,-473939763.6620115
c7463ccdb0d2ad76b5823bfd016d420e02f4acc0,-473939768.28736115
a9216c3fc0c0bf14cda0ca26a71c205458b74896,-473939768.6804466
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,520.4585501402617
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,439.8758183270693
176b027cd932b17fcb6f119cfcef338a175062b8,368.95451931655407
41474f2dda61d97f38ba79906d3dbcce223d1bd1,488.0879777520895
421eb738f9e2ea73e5f4227c915762d6421102ac,-473939739.09933627
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,503.73747654259205
f113b266aeb3cb19dca62ae88de7cc55a13efbf1,-473939742.1174406
134d96275e3893946c3a0e1d59f86b336fe64f6e,-473939765.9922236
d4e97da32ccb6987ec074aa48c24ce949c05a78c,420.7142906039953
fa556e489987a0588e9a8edb5327e2bde1679670,-473939735.547977
95c1d266a2524560761df98b376c17604733a6ad,576.9892075061798
c11c4303d2632cde64105a35554ecb77a8564260,475.4112050831318
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,475.4517054706812
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,564.779721736908
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,423.56513994932175
580c34923cbde328e0aef1641dd02033fc862c04,446.62805338203907
156e1fb82056b0f6953c443446eb4dcceed7c03b,-473939765.79169285
29d8bf198da9caa59047268faca60207da24d1b7,559.7526708096266
1b3f80a1cd9fff0408e96169fcaf006936b34fed,457.2542489171028
b5932043b62e0c58e16e2cc2c9d5489390e5c895,440.2165652960539
99092cc60948943c59d68d62ed81a75a03059113,494.23914897441864
fbfc631ae23a558d8dd92916cf2e8b5f923b0681,-473939761.9496125
dd69fca6f17420dc911016a79e70583ca7ea330d,410.7741090506315
d387995af060965fb9d18973f3dbf4904f071066,416.08836944401264
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,475.59228977560997
543674772357cf9d8a7a8e7dfb89384af80ec30e,479.6945192068815
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,413.3924481421709
dc2699d27649dbe52ebbe10001c0bb5ba71310c0,-473940046.2047197
0736d379ea0962e316ce84cce8e883321be36abb,441.77184158563614
98cc842c547c69a0d27776e272fd8b61131b0b37,416.2684429436922
890b7696fa85ca2b3e90b3951efec2135e88d5cf,448.80222012102604
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,649.2060763835907
d84b48f7dc7a6e387e6e985525143589754c5b13,458.3068244457245
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,497.2666266411543
dc4fe9d4124d9278f58f6f999711116a3fe58be7,478.3791114240885
f6624d763619c0898b34dc02adf06f53a1721cd0,452.550818413496
60b1c12559860e7ad966da4c4db5c78e17278fc0,505.6468204855919
a3f3dcb89101d86171f8bb4f4f57939717cf298a,-473939774.00267553
4f365503582b97ea96462d0d36895a5e7f5926df,433.7470514923334
c80869804effb21d50cc8fff3f4c27ba5521240c,422.54191668331623
d0f351638d60e84b890a498d69c9a7961cdcdf36,486.03966039419174
48e8ec135997ff3676648d5c144c3c7150a7bbb1,406.7627291828394
45484014aefd10ea3e4b08fb93e66c251709cca6,437.9573146253824
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,456.4850329756737
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,391.87623788416386
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,604.6927562952042
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,393.6076204329729
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,589.7126660645008
c83c66733c5bd90a59996e473bb69e44f6522976,427.1594026982784
69c67ff1933e4fa099182bbcb24a229d0ad84d5d,-473939755.33604944
4c373daf5547a6292c4905696c148ec83f95f083,-473939730.422032
4549620b5459bb28990580f4ca0b4c2adc5b1a68,-473939719.5415703
87f89c855f377c5b100ad2986cc6569e31d94a98,535.7179616838694
d0d8601aab147c191ae37365a930c1ed3eb0414b,-473939772.7352737
9a25537903e8e7eab1dfb357903d241e24e86fb8,-473939744.08596015
eaecf3dd32668664e1dcc2d6c7a69042824806a6,434.10960717499256
d19fa85793fcb8ae3126d10592c9c57d3b32971f,-473939766.67215276
c59b370d3aa06b68878c836bceac844953d74972,476.7288299500942
5a6d397150d1a9e9c82e120f92d1e782da34bddb,-473939761.6138983
b2128312e70fdb830091aecb6b27d82617e2e226,438.62007588148117
8257941af168c0cc15f28bd596fd922352dae732,398.0544983893633
854ce153823802674f35bbe1ec010b12e9b3a56f,424.61617232859135
27f1db4e266b154f6f7fbef9c225fab472652a7b,405.53764809668064
11b90bed4a05d11169f308370faf81d6e9ca2c4f,399.8460104316473
5c55b7aeae6cb75ec715b4629812175239e45c15,-473939775.0757333
1391c7de937e0fea2ad23ebb111e513bf2aca2af,-473939718.8445773
e9488c35627294cd8f5a809c0667aef7a3f0d465,-473939778.40520823
39c22d725a24b290af887b25175ae0a8d560db4b,-473939780.3902695
e001e1d73163c327a4d800697b1b36cd6921f60d,469.84974205493927
b83424ca8973e4b2eebf6eb9e26e842999432d22,403.8434965610504
202da3f471204ad489ebf0c3856437337534112d,-473939782.5610105
912d751c54b46c860c5ba61666fc6fc59ca2689d,363.77284444868565
8376d681a277c58f06ab633a06eaa66391126246,-473939721.7043953
e114f7b197069bde8e158a0dbeaa022dd0c4e280,438.8718936294317
fa84edf183bd459ea9394d77bdc191683a75ff66,555.0378917753696
76190ff09a736ff83169394b770699b2709c5a27,480.89195588231087
515db15df8581ae72bb8e8358833016adee74e02,475.2135923653841
e2a05053c19e6fba60d0e582e6c7f371728a7106,420.1298755854368
66c14322296ac259374ec98c5c3bb2bd67ba25e9,-473939730.9643446
2378556841bc8d5746f2b94d6adefc2db20f9518,561.3547719717026
1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a,-473939750.4417832
796d558152d241567f8a72b535a5e36fe78886f3,413.85419385135174
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,516.3235130757093
3c748fc7a94edb7ac1484373751ffa8574a3281d,433.7435414791107
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,422.0254970341921
92510f53e4c26c81c3bb41aa9b4e967d1697cd12,-473939750.2287996
10a1e8808e744c619376bff659f859cd71e8c41d,445.869691491127
fc959dafc37dde3f173f083486d84ce5c817443f,414.0543997436762
6979d91c0a1903a336c640e14eed100821a0e24d,472.8982883542776
d4e37c4c1235ce014392f6c8ba0436f195b9e459,533.0475132614374
65ce75c2865eb4ae98e31b45fdc15f400d59e8cb,-473939711.3929944
565a955a60c6073157aa869c0351c626a7171ef3,532.8699280023575
5697c01ee87a008056ebc0993a1028b41a26d251,-473939715.7932861
99be797e423b5ae08fe342ea772738f71975df47,604.8554923534393
b579ea83f2d6c15b2c717d16a89827d65f39904b,487.42826367914677
e9373b5c22567bec508f2fa2580e4dc3ff687caa,568.678714454174
a465af361b68bd536dd8bf61d522b9b21755ab60,508.39943642914295
c8feec2a94d996d03534ce935dec7a034667f107,699.803943157196
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,482.88900877535343
f4f7888cfe88b7a3b0f3d94749921976353ae82c,448.17640079557896
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,446.1298581510782
2e466f15ac7b80870736fac2d0cf4bd7f362e852,463.265553727746
85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70,-473939736.69615424
fc83a5c665f70f39b4c7d326118cbf21a898e660,620.2080242037773
c26fbd904781a4f6c37a8f8969778f687c6c1424,-473939736.92742896
ced4913c2220be57c54bc9f87bb4f441d5976671,468.12713535130024
880ade460a231d722e8bb0e4d17f3c8f77663d37,392.86202225089073
7c869f5b89ddf3130c87011b6508ee59e32682c5,422.497236892581
9027f65d4e576928ca59690c280050c53d66506a,689.6524291038513
09eb415bcb9842d207139c8bddf32427a134d51e,523.7725896835327
f8224c83e27f4921df62876f7ff660b1dab3d974,465.5835868269205
628b91ee9b4e1e4564424fbfff2ea9f8eddca032,-473939765.06220067
dfec3182aec0997207e0845b072498065ec89aac,662.6040994524956
d653549f6d0ba70e2113b2cc56e9a83e331d2462,563.5003749728203
e95674df974af80342f676ca9e3540aecec2b8dc,480.7414647489786
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,535.9257088899612
2b7b15015ab18dc51893827c7e3f01d931a70410,-473939772.68057156
22d86e8b43a9412df86ec15ac231b9919e3ec905,431.70992666482925
1c61035799f6afe7f44c1fb68567d7a8945c3943,603.9983599185944
d5ed4b8732b0d7127a64f7e71137d321c56cc198,413.93083895742893
63edbbe59337f861a710bee4fe8a691d231f23da,412.62947806715965
f62bf9257782d839d38f84376b79611ed0de655d,-473939730.16367006
cf14952b5b09ad1a9497769e3a08da2fd74c6102,-473939762.83569896
21b8ef230efbfca6b5f15b36a3243d76ed390967,500.0251156836748
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,409.2818134725094
467fdbfc0c6cab31b0d85ec5e373d82fa3790321,-473939763.70107365
3de3c134579726fe4606b7a05f82ce19f00adb09,626.8248465061188
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,397.1709108799696
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,394.72482077777386
520c60d32fd2af8be76abd332859b36d8ae45900,439.33613862097263
6cb6e2310b52c2898e500f81bea938446592568b,484.97151277959347
0193b535914e1c5a445bede11a408bf1709cd3cb,481.9015138298273
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,531.1956964582205
c512a461034cd90a9c5f1a32332b748041cfeba3,-473939753.0197123
6f77bbe0fc418131d06d15f50b30073eae680dbb,-473939720.794917
9b378e3937af8e97d4753cdf0c8917306354aaaf,469.6538922935724
1c92f54a5fe563622a0e23cf116461a7e147efd8,520.5846068114042
90facc45f7578775e3278aa0bd4fb59dad4d37c1,410.1098439246416
563bd02a1204c85e79026a020ba5af29bce95c12,-473939679.9499823
c8062c4cc7e023996bd37b87295f5a2957ddb172,480.7116965651512
ea7cc5987f9cc7f756d501961f64fa5769013823,-473939785.3978238
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,571.6704304665327
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,444.99058294296265
1b61f7e184c7040ae4cea725153965e1f7f75308,446.54288697242737
aea68e00d370c2a0cfd02bf868824dec427bf23a,-473939758.85880697
bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,-473939750.3666116
95a9c65324583892b2d1a0c1c5163488f92d4a6d,422.8715129047632
5b7e7632cf766876026d0da6aa7c6df77bc13438,415.8223224580288
a3be14b06b7aef01331da18e7a1678222b563151,-473939761.0796875
92b8965cf3fb76d11e5061f26e577c23d212b9c5,-473939714.7350173
96fd0462597b8cf21b1e918c1947106cd8359e5d,519.7959130555391
5c1cef937c40bf8c30c119160bedde7ef679454e,617.4058481603861
27dce80bee1eadbcd82bc7d09adb063e116870f6,-473939776.57566667
271a7e5b703fc3f29f6669415048a760e6355c5b,-473939721.9281807
e39fbeab552a4b6492346d821d095c3a0d691555,409.8240798711777
93694c58636eabfe86550e734efb3775ba4d739f,491.3309949785471
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,657.250324010849
6c05e70130682975c1485a862b6e08b895650671,463.6420901864767
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,384.9579078108072
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,383.2416958808899
283df09083d3c7bec2590f22355c7ba32ec88623,505.1654163002968
40b96e97dc29dfc990656e30c1038e846b6c8ff2,-473939736.247885
ff362d0a648559b9146fb97ee248eb423c3d6a50,-473939744.2403976
717ae2ab18e7ba03c4f3af66500ece6580b29b71,-473939775.5578952
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,548.1049614399672
23131f453efc29c2af9553d307692c60a3add1ae,446.0318965315819
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,442.2075580507517
941646a7d24ee2837d7de90ff0a736bb8f61d68c,406.73933466523886
cd705413010e6e74f3b90ee78dbbd8b767488f0c,-473939791.0938226
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,485.8602197319269
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,417.30102567374706
72882a9cffe151d94be90e02ce3967a91b628099,495.83415055274963
cf62916c9829bd3ad05104151eee856d6de7ca1c,615.7965450286865
6b8f4241357e65c0491cc0ef96396f811574134c,444.106234267354
298806ed4313157d412e860ac3ea8833d6ca6970,-473939761.29449487
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,382.00274609029293
4485f973590cff61be5ec78cb3032d5fdf25b809,-473939770.84460807
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,430.6826478987932
e2252b8e020cdf19b796baeb7b2c7b000a7bfb87,-473939770.3760706
8288badec4740382dbf7c33e4095cd4db0021bf7,386.399400383234
5e139289eb167622f915eea3d1d6e49d15d1c873,532.2763667106628
fc050b2c8fa3446890fe1418332352177dd34506,455.83654445409775
8f309746992f374b4c2ea88f171233a9469ba649,459.6747503429651
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,462.90630546212196
